domain,platform_name,stack_family,framework_raw,online_status,tld,whois_reg_date,ssl_not_before,hosting_asn,ip_country,has_privacy,telegram,qq,operator_id,operator_domains,discovery_round,verdict,signal_tier,in_discovery,in_monitor,in_enriched,observed_hosts
yixia.ai,ApiBest,one-api-family,new-api/one-api系,,ai,,,,,,,,yixia.ai,1,round10,confirmed,A_api_status,Y,,,api.yixia.ai
ykh.ai,YKH.AI,one-api-family,new-api/one-api系,ONLINE,ai,2026-05-25,,"AS13335 Cloudflare, Inc.",Canada,无,,,ykh.ai,1,round16,confirmed,A_api_status,Y,Y,Y,api.ykh.ai
yooart.top,YOOART,one-api-family,new-api/one-api系,,top,,,,,,,,yooart.top,1,round12,confirmed,A_api_status,Y,,,yooart.top
yooyai.cc,www.yooyai.cc,one-api-family,"Nginx, React, NewAPI",ONLINE,cc,2026-06-18,,AS201106 Spartan Host Ltd,United States,无,,,yooyai.cc,1,,,,,Y,Y,www.yooyai.cc
youkies.space,Youkies API,one-api-family,new-api/one-api系,ONLINE,space,2025-04-25,,AS36002 GoMami Networks,Hong Kong,有,,,youkies.space,1,round1,confirmed,A_api_status,Y,Y,Y,newapi.youkies.space
yuedongapi.top,yuedongapi.top,unlabeled,,TIMEOUT,top,2026-06-08,,"AS16509 Amazon.com, Inc.",United States,无,,,yuedongapi.top,1,,,,,Y,Y,yuedongapi.top
yuegle.com,yuegle API,one-api-family,new-api/one-api系,,com,,,,,,,,yuegle.com,1,round1,confirmed,A_api_status,Y,,,api.yuegle.com
yundu.lat,云渡,unlabeled,"Cloudflare, Vue",ONLINE,lat,2026-05-26,,"AS13335 Cloudflare, Inc.",Canada,有,,751750729,yundu.lat,1,,,,,Y,Y,yundu.lat
yunserver.cn,YunServer API,one-api-family,new-api/one-api系,ONLINE,cn,2024-10-31,,"AS146817 Hubei Feixun Network Co., Ltd",China,无,,,yunserver.cn,1,round16,confirmed,A_api_status,Y,Y,Y,api.yunserver.cn
yunzhiapi.cn,,one-api-family,new-api,,cn,,,,,,,,yunzhiapi.cn,1,round1,confirmed,C_framework+content,Y,,,yunzhiapi.cn
yxaiapp.com,方舟API,one-api-family,new-api/one-api系,ONLINE,com,2025-08-09,,,,无,,,yxaiapp.com,1,round1,confirmed,A_api_status,Y,Y,Y,www.yxaiapp.com;yxaiapp.com
zaimaai.cn,在吗 AI,unlabeled,,DNS_FAIL,cn,2023-02-27,,,,无,,,zaimaai.cn,1,,,,,Y,Y,zaimaai.cn
zaiwen.top,ZaiwenOneAPI,one-api-family,new-api/one-api系,,top,,,,,,,,zaiwen.top,1,round4,confirmed,A_api_status,Y,,,oneapi.zaiwen.top
zen-ai.top,ZEN-AI,one-api-family,new-api/one-api系,,top,,,,,,,,zen-ai.top,1,round2,confirmed,A_api_status,Y,,,zen-ai.top
zernio.com,,one-api-family,one-api,,com,,,,,,,,zernio.com,1,round4,confirmed,C_framework+content,Y,,,zernio.com
zerocode.sbs,ZeroCode,unlabeled,"Cloudflare, React",ONLINE,sbs,2026-02-02,,"AS13335 Cloudflare, Inc.",Canada,有,,,zerocode.sbs,1,,,,,Y,Y,zerocode.sbs
zetaapi.ai,,one-api-family,new-api,,ai,,,,,,,,zetaapi.ai,1,round2,confirmed,C_framework+content,Y,,,zetaapi.ai
zhangyuapi.com,章鱼中枢 AI 服务平台,one-api-family,new-api/one-api系,CLOUDFLARE_OR_BLOCKED,com,2026-05-05,,"AS13335 Cloudflare, Inc.",Canada,有,,,zhangyuapi.com,1,round16,confirmed,A_api_status,Y,Y,Y,zhangyuapi.com
zhansi.top,鱼汤公益站,one-api-family,new-api/one-api系,,top,,,,,,,,zhansi.top,1,round1,confirmed,A_api_status,Y,,,ai.zhansi.top
zhengshuyun.net,wocao.ai,one-api-family,new-api/one-api系,,net,,,,,,,,zhengshuyun.net,1,round1,confirmed,A_api_status,Y,,,model.zhengshuyun.net
zhtec.xyz,小海Chat,one-api-family,new-api/one-api系,,xyz,,,,,,,,zhtec.xyz,1,round1,confirmed,A_api_status,Y,,,api1.zhtec.xyz
zivv.pro,ZIVV API,unlabeled,"Cloudflare, React",ONLINE,pro,,,"AS13335 Cloudflare, Inc.",Canada,有,t.me/+6yWiVBQsV1IyZjEx,,zivv.pro,1,,,,,Y,Y,zivv.pro
zjt66.top,熵流 EntroFlux API,one-api-family,new-api/one-api系,,top,,,,,,,,zjt66.top,1,round13,confirmed,A_api_status,Y,,,chatapi.zjt66.top
zxai.work,ZX API,one-api-family,"Cloudflare, React, NewAPI",ONLINE,work,2026-01-10,,"AS13335 Cloudflare, Inc.",Canada,,,,zxai.work,1,,,,,Y,Y,zxai.work
zxiaoruan.cn,ThatAPI,one-api-family,new-api/one-api系,,cn,,,,,,,,zxiaoruan.cn,1,round1,confirmed,A_api_status,Y,,,gyapi.zxiaoruan.cn
zzshu.cc,吱吱鼠AI,one-api-family,new-api/one-api系,,cc,,,,,,,,zzshu.cc,1,round6,confirmed,A_api_status,Y,,,zzshu.cc
